snapshot_key,fecha_lista,producto_objetivo,id_comercio,id_bandera,id_sucursal,proveedor_razon_social,proveedor_nombre,sucursal_nombre,sucursal_tipo,sucursal_localidad,sucursal_provincia,sucursal_direccion,producto_id,producto_ean,producto_descripcion,producto_marca,producto_presentacion,precio_unitario_con_iva,precio_unitario_sin_iva,unidad_venta,precio_bulto_con_iva,precio_bulto_sin_iva,promo1_precio_con_iva,promo1_leyenda,promo2_precio_con_iva,promo2_leyenda,comercio_ultima_actualizacion,archivo_origen
63|1|17|7790742335807|LECHE L.SERENIS. DES.HIER.FO 1 lt|2399.88,2026-05-08,leche,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7790742335807,1,LECHE L.SERENIS. DES.HIER.FO 1 lt,L.SERENIS.,1 lt,2399.88,1983.37,6,14399.28,11900.22,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7790742333605|LECHE L.SERENIS. DES.ZER.PET 1 lt|2399.88,2026-05-08,leche,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7790742333605,1,LECHE L.SERENIS. DES.ZER.PET 1 lt,L.SERENIS.,1 lt,2399.88,1983.37,6,14399.28,11900.22,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7790742437303|LECHE L.SERENIS. ENTERA BOL. 800 gr|11159.88,2026-05-08,leche,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7790742437303,1,LECHE L.SERENIS. ENTERA BOL. 800 gr,L.SERENIS.,800 gr,11159.88,9223.04,12,133918.56,110676.48,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7790742348005|LECHE L.SERENIS. LIV. 1% 1 lt|1919.88,2026-05-08,leche,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7790742348005,1,LECHE L.SERENIS. LIV. 1% 1 lt,L.SERENIS.,1 lt,1919.88,1586.68,17,32637.96,26973.56,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7790742335609|LECHE L.SERENIS. U.DES.1 PET 1 lt|2879.88,2026-05-08,leche,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7790742335609,1,LECHE L.SERENIS. U.DES.1 PET 1 lt,L.SERENIS.,1 lt,2879.88,2380.07,6,17279.28,14280.42,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7790742335500|LECHE L.SERENIS. U.ENT.3 PET 1 lt|2999.88,2026-05-08,leche,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7790742335500,1,LECHE L.SERENIS. U.ENT.3 PET 1 lt,L.SERENIS.,1 lt,2999.88,2479.24,6,17999.28,14875.44,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7790742363107|LECHE L.SERENIS. UAT 1% 1 lt|2339.89,2026-05-08,leche,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7790742363107,1,LECHE L.SERENIS. UAT 1% 1 lt,L.SERENIS.,1 lt,2339.89,1933.79,12,28078.68,23205.48,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7790742363008|LECHE L.SERENIS. UAT 3% 1 lt|2339.89,2026-05-08,leche,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7790742363008,1,LECHE L.SERENIS. UAT 3% 1 lt,L.SERENIS.,1 lt,2339.89,1933.79,12,28078.68,23205.48,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7790742340306|LECHE L.SERENIS. VEG.ALM S/A 1 lt|5026.23,2026-05-08,leche,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7790742340306,1,LECHE L.SERENIS. VEG.ALM S/A 1 lt,L.SERENIS.,1 lt,5026.23,4153.91,12,60314.76,49846.92,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7790742340108|LECHE L.SERENIS. VEG.ALMENDR 1 lt|5026.23,2026-05-08,leche,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7790742340108,1,LECHE L.SERENIS. VEG.ALMENDR 1 lt,L.SERENIS.,1 lt,5026.23,4153.91,12,60314.76,49846.92,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7798338291049|LECHE LAS 3NIÑAS CHOC 1 lt|3119.89,2026-05-08,leche,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7798338291049,1,LECHE LAS 3NIÑAS CHOC 1 lt,LAS 3NIÑAS,1 lt,3119.89,2578.42,12,37438.68,30941.04,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7798338290028|LECHE LAS 3NIÑAS EX/DEF. ENT 1 lt|2399.88,2026-05-08,leche,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7798338290028,1,LECHE LAS 3NIÑAS EX/DEF. ENT 1 lt,LAS 3NIÑAS,1 lt,2399.88,1983.37,12,28798.56,23800.44,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7798338290035|LECHE LAS 3NIÑAS P/DESC 1 lt|2399.88,2026-05-08,leche,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7798338290035,1,LECHE LAS 3NIÑAS P/DESC 1 lt,LAS 3NIÑAS,1 lt,2399.88,1983.37,12,28798.56,23800.44,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7802215114755|H.PASC MECANO BOLSA LECHE 126 gr|5399.87,2026-05-08,leche,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7802215114755,1,H.PASC MECANO BOLSA LECHE 126 gr,MECANO,126 gr,5399.87,4462.70,30,161996.10,133881.00,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7802215114816|H.PASC MECANO BOLSA LECHE 67 gr|3119.86,2026-05-08,leche,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7802215114816,1,H.PASC MECANO BOLSA LECHE 67 gr,MECANO,67 gr,3119.86,2578.40,40,124794.40,103136.00,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7622300846565|CHOC. MILKA DDL. LECHE 135 gr|9479.88,2026-05-08,leche,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7622300846565,1,CHOC. MILKA DDL. LECHE 135 gr,MILKA,135 gr,9479.88,7834.61,24,227517.12,188030.64,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7622201818937|CHOC. MILKA LEG.LECHE 50 gr|4679.88,2026-05-08,leche,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7622201818937,1,CHOC. MILKA LEG.LECHE 50 gr,MILKA,50 gr,4679.88,3867.67,28,131036.64,108294.76,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7622201812744|CHOC. MILKA LEGER LECHE 110 gr|8999.87,2026-05-08,leche,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7622201812744,1,CHOC. MILKA LEGER LECHE 110 gr,MILKA,110 gr,8999.87,7437.91,24,215996.88,178509.84,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7794820000885|D.LECHE MILKAUT CLASICO 1 kg|8159.88,2026-05-08,leche,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7794820000885,1,D.LECHE MILKAUT CLASICO 1 kg,MILKAUT,1 kg,8159.88,6743.70,12,97918.56,80924.40,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7794820902028|D.LECHE MILKAUT CLASICO 205 gr|2519.87,2026-05-08,leche,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7794820902028,1,D.LECHE MILKAUT CLASICO 205 gr,MILKAUT,205 gr,2519.87,2082.54,24,60476.88,49980.96,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7794820902936|D.LECHE MILKAUT CLASICO 400 gr|3599.87,2026-05-08,leche,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7794820902936,1,D.LECHE MILKAUT CLASICO 400 gr,MILKAUT,400 gr,3599.87,2975.10,24,86396.88,71402.40,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7794820902950|D.LECHE MILKAUT ESTI.CAMPO 400 gr|3599.87,2026-05-08,leche,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7794820902950,1,D.LECHE MILKAUT ESTI.CAMPO 400 gr,MILKAUT,400 gr,3599.87,2975.10,24,86396.88,71402.40,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7794820902943|D.LECHE MILKAUT REPOSTERO 400 gr|3839.87,2026-05-08,leche,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7794820902943,1,D.LECHE MILKAUT REPOSTERO 400 gr,MILKAUT,400 gr,3839.87,3173.45,24,92156.88,76162.80,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|8445291395961|LECHE NESQUIK CHOC. 200 ml|1439.88,2026-05-08,leche,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,8445291395961,1,LECHE NESQUIK CHOC. 200 ml,NESQUIK,200 ml,1439.88,1189.98,24,34557.12,28559.52,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|8445291395930|LECHE NESQUIK M.AZUC. 200 ml|1175.88,2026-05-08,leche,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,8445291395930,1,LECHE NESQUIK M.AZUC. 200 ml,NESQUIK,200 ml,1175.88,971.80,24,28221.12,23323.20,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|8445291565173|CHOC. NESTLE C.LECHE 45 gr|2999.88,2026-05-08,leche,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,8445291565173,1,CHOC. NESTLE C.LECHE 45 gr,NESTLE,45 gr,2999.88,2479.24,56,167993.28,138837.44,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7891000368893|CHOC. NESTLE DIPL.LECHE 80 gr|4439.87,2026-05-08,leche,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7891000368893,1,CHOC. NESTLE DIPL.LECHE 80 gr,NESTLE,80 gr,4439.87,3669.31,64,284151.68,234835.84,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|8445290883858|LECHE NESTLE COND.L.T/B 395 gr|4559.87,2026-05-08,leche,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,8445290883858,1,LECHE NESTLE COND.L.T/B 395 gr,NESTLE,395 gr,4559.87,3768.49,24,109436.88,90443.76,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|8445290900654|LECHE NESTLE COND.R.T/B 395 gr|4559.87,2026-05-08,leche,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,8445290900654,1,LECHE NESTLE COND.R.T/B 395 gr,NESTLE,395 gr,4559.87,3768.49,24,109436.88,90443.76,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|8445290180186|LECHE NESTLE NIDINA 1 200 ml|1799.88,2026-05-08,leche,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,8445290180186,1,LECHE NESTLE NIDINA 1 200 ml,NESTLE,200 ml,1799.88,1487.50,24,43197.12,35700.00,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|8445290180209|LECHE NESTLE NIDINA 2 200 ml|1799.88,2026-05-08,leche,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,8445290180209,1,LECHE NESTLE NIDINA 2 200 ml,NESTLE,200 ml,1799.88,1487.50,24,43197.12,35700.00,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7790121007394|LICOR NEW STYLE DUL.D.LECHE 1 lt|4679.87,2026-05-08,leche,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7790121007394,1,LICOR NEW STYLE DUL.D.LECHE 1 lt,NEW STYLE,1 lt,4679.87,3867.66,6,28079.22,23205.96,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7790121000968|LICOR NEW STYLE PET.D.LECHE 200 cc|1379.88,2026-05-08,leche,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7790121000968,1,LICOR NEW STYLE PET.D.LECHE 200 cc,NEW STYLE,200 cc,1379.88,1140.40,12,16558.56,13684.80,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|8445290848970|LECHE NIDO 3 200 ml|1319.87,2026-05-08,leche,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,8445290848970,1,LECHE NIDO 3 200 ml,NIDO,200 ml,1319.87,1090.80,24,31676.88,26179.20,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7792360072447|OBLEA NUGATON LECHE 27 gr|779.87,2026-05-08,leche,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7792360072447,1,OBLEA NUGATON LECHE 27 gr,NUGATON,27 gr,779.87,644.52,288,224602.56,185621.76,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7798094220994|BIZC. PIC NIC DULCE LECHE 38 gr|431.87,2026-05-08,leche,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7798094220994,1,BIZC. PIC NIC DULCE LECHE 38 gr,PIC NIC,38 gr,431.87,356.92,40,17274.80,14276.80,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7790077000746|MADALEN POZO CON D.LECHE 200 gr|2519.87,2026-05-08,leche,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7790077000746,1,MADALEN POZO CON D.LECHE 200 gr,POZO,200 gr,2519.87,2082.54,10,25198.70,20825.40,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7790971001948|FLAN RAVANA D.LECHE 60 gr|815.88,2026-05-08,leche,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7790971001948,1,FLAN RAVANA D.LECHE 60 gr,RAVANA,60 gr,815.88,674.28,12,9790.56,8091.36,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7794612139106|CHOC. SAPITO D.LECHE 24X10 gr|6839.88,2026-05-08,leche,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7794612139106,1,CHOC. SAPITO D.LECHE 24X10 gr,SAPITO,,6839.88,5652.79,8,54719.04,45222.32,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7791337007956|LECHE SILK ALMEN.CHOC. 1 lt|5758.79,2026-05-08,leche,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7791337007956,1,LECHE SILK ALMEN.CHOC. 1 lt,SILK,1 lt,5758.79,4759.33,12,69105.48,57111.96,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7791337007918|LECHE SILK ALMEN.S.AZU 1 lt|5758.79,2026-05-08,leche,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7791337007918,1,LECHE SILK ALMEN.S.AZU 1 lt,SILK,1 lt,5758.79,4759.33,12,69105.48,57111.96,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7791337007901|LECHE SILK ALMENDRAS 1 lt|5758.79,2026-05-08,leche,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7791337007901,1,LECHE SILK ALMENDRAS 1 lt,SILK,1 lt,5758.79,4759.33,12,69105.48,57111.96,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7798094220437|ALFAJ. SMACK DULCE LECHE 60 gr|479.87,2026-05-08,leche,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7798094220437,1,ALFAJ. SMACK DULCE LECHE 60 gr,SMACK,60 gr,479.87,396.59,24,11516.88,9518.16,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7790380022114|CHOC. TOKKE CON LECHE 60 gr|2579.87,2026-05-08,leche,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7790380022114,1,CHOC. TOKKE CON LECHE 60 gr,TOKKE,60 gr,2579.87,2132.12,24,61916.88,51170.88,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7790380022107|CHOC. TOKKE DD.LECHE 72 gr|2579.87,2026-05-08,leche,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7790380022107,1,CHOC. TOKKE DD.LECHE 72 gr,TOKKE,72 gr,2579.87,2132.12,24,61916.88,51170.88,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7798067030247|D.LECHE UNTINA DELEITE 400 gr|2579.89,2026-05-08,leche,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7798067030247,1,D.LECHE UNTINA DELEITE 400 gr,UNTINA,400 gr,2579.89,2132.14,12,30958.68,25585.68,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7793890259230|BUDIN VALENTE D.LECHE 220 gr|3119.86,2026-05-08,leche,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7793890259230,1,BUDIN VALENTE D.LECHE 220 gr,VALENTE,220 gr,3119.86,2578.40,15,46797.90,38676.00,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7793890259100|MADALEN VALENTE D.LECHE 180 gr|2639.87,2026-05-08,leche,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7793890259100,1,MADALEN VALENTE D.LECHE 180 gr,VALENTE,180 gr,2639.87,2181.71,14,36958.18,30543.94,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7793024007614|CHUPET. WAMIS D.LECHE 453 gr|3599.88,2026-05-08,leche,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7793024007614,1,CHUPET. WAMIS D.LECHE 453 gr,WAMIS,453 gr,3599.88,2975.11,12,43198.56,35701.32,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
60|1|0013|7798338290486|Leche ANGELITA clasica liviana 2% tbx1lt|1585.00,2026-05-08,leche,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7798338290486,1,Leche ANGELITA clasica liviana 2% tbx1lt,ANGELITA,,1585.00,1309.92,12.00,19020.00,15719.04,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7798338290073|Leche ANGELITA parc desc tb x1lt|1585.00,2026-05-08,leche,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7798338290073,1,Leche ANGELITA parc desc tb x1lt,ANGELITA,x1lt,1585.00,1309.92,12.00,19020.00,15719.04,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790580119133|Bombon BON O BON leche 30ux15g|14685.00,2026-05-08,leche,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790580119133,1,Bombon BON O BON leche 30ux15g,BON O BON,,14685.00,12136.36,1.00,14685.00,12136.36,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790580103446|Chocolate COFLER aireado leche x100g|5999.00,2026-05-08,leche,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790580103446,1,Chocolate COFLER aireado leche x100g,COFLER,x100g,5999.00,4957.85,12.00,71988.00,59494.20,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790380025085|Chocolate FULL MANI leche/mani x100/90g|3119.00,2026-05-08,leche,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790380025085,1,Chocolate FULL MANI leche/mani x100/90g,FULL MANI,90g,3119.00,2577.69,10.00,31190.00,25776.90,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790380025108|Chocolate FULL MANI leche/mani x160/150g|4799.01,2026-05-08,leche,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790380025108,1,Chocolate FULL MANI leche/mani x160/150g,FULL MANI,150g,4799.01,3966.12,20.00,95980.20,79322.40,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7794612065917|Chocolate HAMLET leche c/galleta x45g|669.00,2026-05-08,leche,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7794612065917,1,Chocolate HAMLET leche c/galleta x45g,HAMLET,x45g,669.00,552.89,21.00,14049.00,11610.69,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|8445290702302|Leche polvo LA LECHERA entera x400g|6255.00,2026-05-08,leche,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,8445290702302,1,Leche polvo LA LECHERA entera x400g,LA LECHERA,x400g,6255.00,5169.42,12.00,75060.00,62033.04,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
